income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month,fraud_bool
0.8,0.2568549856774411,11,28,20,0.0079396372786085,49.63161289583456,AA,,,,,21,10,CA,187,,BC,1,1,28,0,500.0,0,INTERNET,2.6927040181548216,other,1,1,0,3,0
0.6000000000000001,0.996140900679382,27,7,30,0.0147234449459964,-0.6062701174524026,AB,,,,,14,10,CA,150,,BC,0,1,1,0,500.0,0,INTERNET,3.7894499958304944,windows,1,1,0,4,0
0.3,0.8318496137865241,-1,36,20,0.0378033767898253,11.9193523896266,AA,,,,,16,6,CA,-18,,BE,0,1,28,0,1000.0,0,INTERNET,21.01281297338256,other,0,1,0,2,0
0.1,0.1260285364169338,-1,39,30,0.025174331346431,-1.3151743841109425,AB,,,,,1927,6,CD,67,,BB,1,1,1,0,200.0,0,INTERNET,14.473219370230064,linux,0,1,0,2,0
0.1,0.6735316073089289,-1,265,20,0.0013445561084969,30.285045110021443,AA,,,,,812,7,CE,84,,BE,1,1,9,0,200.0,0,INTERNET,5.30301521075249,windows,1,1,0,0,0
0.9,0.3567461995073721,-1,72,20,0.0170872917450322,12.085901937913272,AA,,,,,1,14,CE,206,,BD,1,1,28,0,990.0,0,INTERNET,3.3602876444961853,linux,0,1,0,0,0
0.5,0.2286098521392516,-1,184,20,0.015558256522832,-0.0501157458678349,AC,,,,,0,6,CA,182,,BE,0,1,-1,0,1500.0,0,INTERNET,8.504093436350415,linux,1,1,0,6,0
0.8,0.8663125632486585,-1,59,60,0.0070309871780431,-1.1505885990631426,AC,,,,,0,3,CA,192,,BA,0,1,-1,0,1500.0,0,INTERNET,5.964813597656143,windows,1,1,0,2,1
0.8,0.3231725577459406,-1,62,20,0.0167941636908883,35.50193834134002,AA,,,,,1,15,CA,125,,BB,0,1,5,0,500.0,0,INTERNET,5.124627992017442,other,0,1,0,4,1
0.5,0.2893346713614152,-1,103,40,0.0247637265048568,-1.3565920874480326,AC,,,,,0,6,CB,162,,BB,0,1,-1,0,500.0,0,INTERNET,5.061332564957088,windows,0,1,0,7,1
0.9,0.3372856927008101,-1,41,50,0.0038656900615665,-1.0471029827213347,AC,,,,,0,5,CA,75,,BC,0,1,-1,0,200.0,0,INTERNET,2.5455059811794363,windows,0,1,0,0,1
0.9,0.5850669008319448,96,36,20,0.0010292333365451,-1.3125136756145084,AB,,,,,17,13,CB,133,,BE,0,1,26,0,1500.0,0,INTERNET,1.2893610992833058,macintosh,1,1,0,0,0
0.9,0.1284737794734504,-1,121,40,0.0040477200654144,-0.7814831822919257,AB,,,,,42,15,CA,174,,BA,0,1,25,0,1500.0,0,INTERNET,0.7445211790050528,linux,0,1,0,0,1
0.1,0.5890707009581692,-1,26,20,0.0010806540179462,-0.7777311924399886,AB,,,,,10,16,CA,83,,BC,1,1,25,0,200.0,0,INTERNET,5.130422445360028,windows,1,1,0,0,1
0.3,0.510529090578574,-1,46,30,0.0106425348927882,-0.7448992921365207,AB,,,,,1,12,CF,67,,BC,0,1,1,0,1500.0,0,INTERNET,3.693153860582567,other,0,1,0,1,1
0.9,0.8590813017141228,-1,69,50,0.0142575228838037,-0.3207286891118444,AC,,,,,0,2,CA,325,,BA,0,1,-1,0,1500.0,0,INTERNET,3.6357583209245385,windows,1,1,0,2,1
0.9,0.2078570151955558,28,4,50,0.0235298764655553,-1.4343601663188732,AD,,,,,37,1,CA,154,,BA,1,1,15,0,200.0,0,INTERNET,7.764093755208763,windows,1,1,0,4,1
0.7000000000000001,0.3784459416901758,29,66,30,0.0009601515448013,-0.994903324731464,AC,,,,,1,15,CE,209,,BC,0,0,-1,0,200.0,0,INTERNET,48.209853123242645,windows,0,1,0,5,1
0.9,0.0718220858358474,-1,79,50,0.0231512885383622,-0.9622436818037564,AB,,,,,1,8,CA,333,,BB,0,1,1,1,1500.0,0,INTERNET,2.297862764725358,windows,1,1,0,7,1
0.7000000000000001,0.3736360595020089,10,7,20,0.0049568208611416,-0.7237012565837695,AB,,,,,9,14,CA,128,,BC,0,1,28,0,200.0,0,INTERNET,5.369748038261614,windows,1,1,0,4,1
0.9,0.9922446481102812,-1,85,40,0.0242991069638655,-0.9865133891186396,AC,,,,,0,4,CA,302,,BA,0,1,-1,0,2000.0,0,INTERNET,4.602703919448033,windows,0,1,0,5,1
0.3,0.1955342344446844,-1,261,50,0.0199639410917949,15.324455438955246,AA,,,,,9,4,CA,144,,BC,0,0,30,0,1500.0,0,INTERNET,6.472513678602897,linux,0,1,0,2,1
0.4,0.1576888957672846,-1,13,50,0.0010080089641594,-1.0971188271090566,AB,,,,,32,5,CA,17,,BC,0,1,11,0,200.0,0,INTERNET,4.286207002626627,macintosh,1,1,0,4,1
0.9,0.0474520408331911,-1,139,50,0.0066259327110117,-0.7121060756066373,AD,,,,,32,13,CB,235,,BA,0,1,28,0,1500.0,0,INTERNET,9.235329982412429,macintosh,1,1,0,1,1
