income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month,fraud_bool
,0.9042995093703786,-1,129,50,0.0338037021995031,-1.0507948681643438,AB,444,4258.275158008461,2742.207112909921,3057.5802204918764,2,7,CA,296,,BA,0,1,30,1,1500.0,0,INTERNET,5.037634855777753,windows,1,1,0,6,0
,0.7778082104573669,103,85,30,0.0175601956201793,-0.9125745233671876,AB,1507,5607.797540266124,5425.385509045613,6732.87544240079,0,19,CA,241,,BC,0,1,26,0,2000.0,0,INTERNET,11.170360378989892,windows,0,2,0,0,1
,0.7939114910061084,-1,376,60,0.0037440005551574,-0.3285445147170241,AD,616,5409.409733822419,4245.675316322325,5005.436662252365,212,5,CA,293,,BA,0,0,2,0,1500.0,0,INTERNET,0.6056204573737819,windows,1,1,0,3,1
,0.2551330910554116,-1,133,50,0.0025019381381406,-1.2473249951212548,AC,661,1661.858115566884,2084.4163873282528,3147.6601260050898,0,2,CC,172,,BA,1,0,-1,0,200.0,0,INTERNET,1.0223030975173866,windows,1,1,0,7,0
,0.2844948299386577,-1,259,40,0.0010620609604906,48.03518908326059,AA,2028,10007.428533826043,5328.457152897415,5916.16377052826,3,7,CA,143,,BC,0,1,1,0,200.0,0,INTERNET,5.463615415253012,other,1,1,0,1,0
,0.7651469690170946,-1,312,70,0.6466519016978495,16.628694726180058,AA,1591,10815.573503353176,8125.286461972175,6660.304180683297,1932,8,CA,43,,BC,1,1,28,0,200.0,0,INTERNET,4.501917492077512,linux,1,2,0,0,0
,0.2963422606453496,-1,205,20,0.0107149807806082,-0.1821434202866206,AB,2773,4873.464777504289,7631.482747025177,5622.611008990705,16,11,CA,167,,BB,1,0,2,1,1500.0,0,INTERNET,3.76278395529602,other,1,1,0,1,0
,0.575507385831218,-1,110,40,0.0184096729259626,-0.7335091172294793,AC,1191,1017.1981036079374,6137.045313150833,4836.944834565516,0,8,CB,275,,BB,0,1,-1,0,1000.0,1,INTERNET,7.85791418630326,windows,0,1,0,3,0
,0.5801722200658199,-1,35,30,0.0191478727401484,-1.3592423517738468,AB,575,4132.635479236021,2793.888419297001,3055.0483966390025,12,6,CA,126,,BC,0,1,5,1,200.0,0,INTERNET,0.9564510331193732,linux,1,1,0,7,0
,0.0113605194581234,27,16,40,0.0306586139110477,-1.0864295434589202,AB,2391,9713.971750978371,5206.189839022919,4223.661072952496,5,8,CA,136,,BA,1,1,20,0,1000.0,0,INTERNET,1.477403424806211,other,1,1,0,5,0
